Equipment_ID,Type,Site_ID,Check_In_Date,Check_Out_Date,Engine_Hours_Day,Idle_Hours_Day,Rental_Days,Last_Operator_ID,is_anomaly,anomaly_type,total_hours,idle_ratio,is_missing_site,is_missing_operator,hours_over_24,type_enc,anomaly_score,predicted_anomaly
EQX1097,Bulldozer,S003,2025-02-24,2025-03-14,19.1,13.2,18,OP124,1,impossible_hours,32.3,0.4086687179978726,0,0,1,0,-0.18919184105403253,1
EQX1012,Loader,S005,2024-10-17,2024-10-23,3.4,1.4,6,OP139,0,none,4.8,0.2916666059027904,0,0,0,5,0.08708559429179569,0
EQX1204,Excavator,S005,2025-11-24,2025-12-08,4.4,3.1,14,OP102,0,none,7.5,0.4133332782222296,0,0,0,3,0.14972705742779246,0
EQX1015,Crane,S005,2024-10-17,2024-10-23,6.4,0.0,6,OP117,0,none,6.4,0.0,0,0,0,2,0.1127546257144647,0
EQX1109,Excavator,S011,2024-02-03,2024-02-17,6.1,4.0,14,OP102,0,none,10.1,0.396039564748558,0,0,0,3,0.15965988119941105,0
EQX1067,Grader,S007,2024-05-24,2024-06-02,8.5,3.1,9,OP117,0,none,11.6,0.2672413562722969,0,0,0,4,0.147922356719485,0
EQX1198,Loader,S005,2024-10-30,2024-11-10,5.9,6.2,11,OP110,0,none,12.100000000000001,0.5123966518680453,0,0,0,5,0.13346681916317704,0
EQX1034,Bulldozer,S008,2024-06-05,2024-06-21,5.9,3.2,16,OP101,0,none,9.100000000000001,0.3516483130056799,0,0,0,0,0.1343449543505325,0
EQX1069,Excavator,S008,2025-01-25,2025-02-11,5.1,4.8,17,OP131,0,none,9.899999999999999,0.4848484358738955,0,0,0,3,0.14364922052022028,0
EQX1164,Excavator,S001,2024-12-03,2024-12-26,6.0,3.4,23,OP108,0,none,9.4,0.3617020891806288,0,0,0,3,0.1324834029223318,0
EQX1035,Crane,S001,2025-04-08,2025-04-15,4.0,6.5,7,OP115,0,none,10.5,0.6190475600907086,0,0,0,2,0.13383759439605386,0
EQX1116,Loader,S005,2025-06-05,2025-06-15,7.7,4.3,10,OP117,0,none,12.0,0.3583333034722247,0,0,0,5,0.13780730339231245,0
EQX1007,Compactor,S010,2024-03-05,2024-03-15,9.2,5.1,10,OP127,0,none,14.299999999999999,0.3566433317032635,0,0,0,1,0.13562397987684244,0
EQX1064,Compactor,S012,2025-11-27,2025-12-06,5.9,3.3,9,OP119,0,none,9.2,0.3586956131852595,0,0,0,1,0.16061490823866703,0
EQX1018,Excavator,S009,2024-07-10,2024-07-22,6.5,1.5,12,OP131,0,none,8.0,0.18749997656250295,0,0,0,3,0.15026856392739324,0
EQX1088,Crane,S012,2025-06-17,2025-06-25,6.5,4.4,8,OP107,0,none,10.9,0.40366968773672596,0,0,0,2,0.15868861326184935,0
EQX1015,Crane,S004,2024-10-30,2024-11-04,6.1,3.7,5,OP128,0,none,9.8,0.37755098188255287,0,0,0,2,0.15929933855827833,0
EQX1182,Loader,S009,2025-10-26,2025-11-10,10.3,5.4,15,OP130,0,none,15.700000000000001,0.3439490226784062,0,0,0,5,0.08489324196506176,0
EQX1131,Excavator,S009,2024-10-03,2024-10-10,12.2,5.1,7,OP130,0,none,17.299999999999997,0.2947976708209439,0,0,0,3,0.04561982846227197,0
EQX1119,Crane,S002,2025-12-20,2025-12-29,10.3,4.6,9,OP132,0,none,14.9,0.3087248114949791,0,0,0,2,0.11737756027513824,0
EQX1138,Crane,S003,2025-05-04,2025-05-09,5.5,1.3,5,OP119,0,none,6.8,0.19117644247405258,0,0,0,2,0.13417984603744948,0
EQX1092,Grader,S007,2024-03-10,2024-03-13,2.8,3.9,3,OP102,0,none,6.699999999999999,0.5820894653597813,0,0,0,4,0.09033977692337625,0
EQX1179,Loader,S008,2024-05-01,2024-05-08,6.8,4.7,7,OP112,0,none,11.5,0.4086956166351638,0,0,0,5,0.14123141909979564,0
EQX1079,Grader,S006,2025-05-22,2025-06-03,5.9,6.4,12,OP135,0,none,12.3,0.5203251609491739,0,0,0,4,0.14567482816846555,0
EQX1206,Bulldozer,S003,2025-01-18,2025-02-01,5.7,5.0,14,OP106,0,none,10.7,0.467289675954236,0,0,0,0,0.13247585026550718,0
EQX1008,Compactor,S009,2024-05-10,2024-05-16,4.4,5.8,6,OP101,0,none,10.2,0.5686273952326084,0,0,0,1,0.1436747602277706,0
EQX1010,Crane,S003,2025-03-13,2025-03-19,4.8,2.2,6,OP117,0,none,7.0,0.31428566938776153,0,0,0,2,0.14884121817472745,0
EQX1215,Compactor,S001,2025-09-21,2025-09-26,8.5,3.4,5,OP107,0,none,11.9,0.2857142617046839,0,0,0,1,0.14538116127542183,0
EQX1042,Compactor,S010,2024-12-05,2024-12-14,9.8,3.4,9,OP128,0,none,13.200000000000001,0.25757573806244405,0,0,0,1,0.12853224911883127,0
EQX1096,Grader,S007,2025-04-19,2025-04-26,11.0,0.7,7,OP103,0,none,11.7,0.059829054715465416,0,0,0,4,0.06627647961034128,0
EQX1038,Crane,S002,2024-03-10,2024-03-14,8.2,0.0,4,OP127,0,none,8.2,0.0,0,0,0,2,0.11061645944988352,0
EQX1189,Compactor,S007,2024-03-21,2024-03-26,6.2,2.8,5,OP122,0,none,9.0,0.31111107654321374,0,0,0,1,0.15798612070782303,0
EQX1118,Compactor,S010,2024-07-28,2024-08-08,9.8,3.8,11,UNKNOWN,1,no_operator,13.600000000000001,0.27941174416090114,0,1,0,1,-0.038304386980122285,1
EQX1096,Grader,S007,2024-07-25,2024-08-03,8.8,0.6,9,OP124,0,none,9.4,0.06382978044364038,0,0,0,4,0.11198221789155399,0
EQX1153,Excavator,S005,2025-11-04,2025-11-21,4.0,3.2,17,OP133,0,none,7.2,0.44444438271605796,0,0,0,3,0.1390563279957419,0
EQX1030,Grader,S010,2024-04-29,2024-05-11,8.6,2.0,12,OP102,0,none,10.6,0.18867922748309177,0,0,0,4,0.14152522611170554,0
EQX1100,Loader,S004,2025-04-15,2025-04-22,8.4,0.0,7,OP133,0,none,8.4,0.0,0,0,0,5,0.09831399935408824,0
EQX1003,Loader,S009,2025-10-04,2025-10-15,6.7,9.6,11,OP133,0,none,16.3,0.5889570190823914,0,0,0,5,0.05679223440014736,0
EQX1031,Compactor,S008,2024-04-16,2024-04-19,11.0,0.8,3,OP123,0,none,11.8,0.06779660442401658,0,0,0,1,0.05898954987530908,0
EQX1063,Grader,S007,2025-10-11,2025-10-24,8.8,4.0,13,OP110,0,none,12.8,0.3124999755859394,0,0,0,4,0.14644693982656776,0
EQX1106,Compactor,S012,2024-07-14,2024-07-24,8.5,3.0,10,OP139,0,none,11.5,0.26086954253308325,0,0,0,1,0.14890616679848634,0
EQX1182,Loader,S009,2024-01-15,2024-01-30,8.9,1.6,15,OP128,0,none,10.5,0.1523809378684821,0,0,0,5,0.11011954789396067,0
EQX1115,Excavator,S008,2024-01-16,2024-01-26,7.7,3.8,10,OP131,0,none,11.5,0.3304347538752388,0,0,0,3,0.15563448843334066,0
EQX1168,Compactor,S006,2025-11-15,2025-11-24,5.1,4.9,9,OP102,0,none,10.0,0.489999951000005,0,0,0,1,0.15279562052504847,0
EQX1077,Bulldozer,S007,2025-04-11,2025-05-05,4.9,5.8,24,OP123,0,none,10.7,0.5420560241069137,0,0,0,0,0.10566293907647134,0
EQX1009,Excavator,S009,2024-03-03,2024-03-15,9.9,2.4,12,OP118,0,none,12.3,0.19512193535594022,0,0,0,3,0.11726674244796137,0
EQX1034,Bulldozer,S004,2025-02-02,2025-02-26,5.4,2.2,24,OP116,0,none,7.6000000000000005,0.28947364612188864,0,0,0,0,0.10157879914235785,0
EQX1219,Loader,S006,2024-01-03,2024-01-14,0.0,4.9,11,OP107,0,none,4.9,0.9999997959184089,0,0,0,5,-0.0556446466702647,1
EQX1003,Loader,S009,2025-02-27,2025-03-12,7.9,0.0,13,OP114,0,none,7.9,0.0,0,0,0,5,0.09885496475651873,0
EQX1177,Crane,S011,2024-10-13,2024-10-29,6.5,0.0,16,OP108,0,none,6.5,0.0,0,0,0,2,0.09567621330828041,0
EQX1020,Grader,S010,2025-12-10,2025-12-18,7.5,2.5,8,OP121,0,none,10.0,0.2499999750000025,0,0,0,4,0.15151402860384006,0
EQX1102,Grader,S007,2024-04-26,2024-05-10,6.7,7.3,14,OP130,0,none,14.0,0.5214285341836762,0,0,0,4,0.13115063626428441,0
EQX1113,Bulldozer,S003,2025-08-26,2025-09-14,8.3,3.3,19,OP113,0,none,11.600000000000001,0.28448273409631597,0,0,0,0,0.12122968304430548,0
EQX1046,Compactor,S009,2024-10-09,2024-10-12,3.4,2.7,3,OP105,0,none,6.1,0.44262287825854457,0,0,0,1,0.11891858757716034,0
EQX1185,Compactor,S007,2025-10-10,2025-10-18,8.4,2.8,8,OP118,0,none,11.2,0.24999997767857343,0,0,0,1,0.15102090775990185,0
EQX1062,Crane,S004,2025-10-23,2025-10-30,4.1,3.2,7,OP135,0,none,7.3,0.4383561043347802,0,0,0,2,0.14729427792511507,0
EQX1126,Crane,S008,2024-12-14,2024-12-19,8.5,2.4,5,OP106,0,none,10.9,0.22018346603821412,0,0,0,2,0.14282233898486413,0
EQX1132,Loader,S008,2024-11-08,2024-11-16,10.8,2.7,8,OP105,0,none,13.5,0.1999999851851863,0,0,0,5,0.08865889617043443,0
EQX1202,Loader,S009,2024-03-25,2024-04-03,4.3,0.1,9,OP118,0,none,4.3999999999999995,0.02272726756198465,0,0,0,5,0.063775384995234,0
EQX1151,Compactor,S004,2025-05-05,2025-05-13,7.5,10.3,8,OP101,0,none,17.8,0.5786516528847386,0,0,0,1,0.05830026767173502,0
EQX1144,Grader,S010,2024-10-18,2024-11-04,5.7,6.1,17,OP113,0,none,11.8,0.5169491087331264,0,0,0,4,0.1343388204109695,0
EQX1140,Excavator,S012,2024-06-05,2024-06-19,4.7,0.4,14,OP128,0,none,5.1000000000000005,0.07843135717032211,0,0,0,3,0.105500316553724,0
EQX1201,Compactor,S004,2024-11-11,2024-11-15,11.0,4.3,4,OP102,0,none,15.3,0.2810457332649847,0,0,0,1,0.09822905133908783,0
EQX1071,Excavator,S004,2025-12-13,2025-12-18,3.9,0.1,5,OP107,0,none,4.0,0.024999993750001562,0,0,0,3,0.07849877002917777,0
EQX1093,Crane,S012,2024-06-05,2024-06-07,7.1,7.4,2,OP122,0,none,14.5,0.5103447923900144,0,0,0,2,0.1215889118661464,0
EQX1081,Grader,S010,2025-04-01,2025-04-09,3.9,4.1,8,OP128,0,none,8.0,0.512499935937508,0,0,0,4,0.13890503165016765,0
EQX1181,Loader,S001,2024-03-02,2024-03-12,7.8,0.0,10,OP109,0,none,7.8,0.0,0,0,0,5,0.10120382617473439,0
EQX1112,Excavator,S001,2025-06-26,2025-07-05,11.2,4.6,9,OP127,0,none,15.799999999999999,0.2911392220797961,0,0,0,3,0.09705671601679772,0
EQX1080,Compactor,S012,2024-02-17,2024-02-24,7.3,7.9,7,OP111,0,none,15.2,0.5197368079120522,0,0,0,1,0.12622964978988888,0
EQX1064,Compactor,S001,2025-01-07,2025-01-16,1.3,4.0,9,OP124,0,none,5.3,0.7547168387326719,0,0,0,1,0.07055704729776652,0
EQX1186,Grader,S010,2024-05-15,2024-05-30,4.8,2.3,15,OP124,0,none,7.1,0.3239436163459695,0,0,0,4,0.1386109740436457,0
EQX1180,Compactor,S009,2024-07-31,2024-08-04,4.5,2.7,4,OP138,0,none,7.2,0.3749999479166739,0,0,0,1,0.13982730107241698,0
EQX1165,Grader,S007,2025-10-02,2025-10-15,7.5,2.5,13,OP113,0,none,10.0,0.2499999750000025,0,0,0,4,0.1509346611244789,0
EQX1017,Grader,S007,2024-11-16,2024-11-21,6.0,4.0,5,OP111,0,none,10.0,0.39999996000000404,0,0,0,4,0.14984282887744693,0
EQX1035,Crane,S001,2024-11-21,2024-12-01,8.8,0.0,10,OP103,0,none,8.8,0.0,0,0,0,2,0.11464687641125337,0
EQX1175,Excavator,S012,2024-07-26,2024-08-12,8.6,4.3,17,OP113,0,none,12.899999999999999,0.3333333074935421,0,0,0,3,0.1434041585499527,0
EQX1031,Compactor,S005,2024-01-19,2024-01-27,7.8,9.2,8,OP137,0,none,17.0,0.5411764387543271,0,0,0,1,0.09108028690527403,0
EQX1058,Grader,S011,2024-06-23,2024-07-06,11.4,1.6,13,OP137,0,none,13.0,0.1230769136094682,0,0,0,4,0.0754428276157017,0
EQX1018,Excavator,S011,2025-02-08,2025-02-26,5.5,2.4,18,OP139,0,none,7.9,0.3037974298990595,0,0,0,3,0.14396044228054566,0
EQX1204,Excavator,S007,2024-05-13,2024-05-30,12.8,3.9,17,OP102,0,none,16.7,0.23353292014772933,0,0,0,3,0.03204051230795646,0
EQX1169,Bulldozer,S008,2025-01-20,2025-02-16,7.8,4.1,27,OP104,0,none,11.899999999999999,0.34453778617329534,0,0,0,0,0.1021409207731539,0
EQX1043,Compactor,S002,2024-06-07,2024-06-12,5.5,2.4,5,OP112,0,none,7.9,0.3037974298990595,0,0,0,1,0.1471733601121522,0
EQX1213,Excavator,S008,2025-04-25,2025-05-21,7.7,4.9,26,OP125,0,none,12.600000000000001,0.3888888580246938,0,0,0,3,0.10761041102205554,0
EQX1077,Bulldozer,S008,2025-03-14,2025-04-06,7.2,4.2,23,OP127,0,none,11.4,0.36842102031394564,0,0,0,0,0.12197725358586664,0
EQX1195,Excavator,S004,2024-02-13,2024-03-02,5.9,2.5,18,OP109,0,none,8.4,0.29761901218821285,0,0,0,3,0.14845148205017966,0
EQX1091,Excavator,S010,2025-02-13,2025-02-20,9.1,1.1,7,OP104,0,none,10.2,0.10784312668204643,0,0,0,3,0.12415590522396752,0
EQX1181,Loader,S001,2024-01-27,2024-02-03,8.7,5.4,7,OP108,0,none,14.1,0.3829786962426457,0,0,0,5,0.1200080866983616,0
EQX1074,Bulldozer,S005,2025-03-27,2025-04-11,3.1,5.6,15,OP119,0,none,8.7,0.6436780869335533,0,0,0,0,0.09266070640234597,0
EQX1156,Grader,S010,2024-06-22,2024-07-01,8.9,3.1,9,OP131,0,none,12.0,0.25833331180555735,0,0,0,4,0.1449724276388184,0
EQX1187,Bulldozer,S010,2024-05-10,2024-06-01,9.0,1.2,22,OP117,0,none,10.2,0.11764704728950517,0,0,0,0,0.08092963323574726,0
EQX1189,Compactor,S006,2025-11-01,2025-11-05,3.0,4.4,4,OP104,0,none,7.4,0.5945945142439846,0,0,0,1,0.11235300528837294,0
EQX1073,Loader,S009,2025-10-07,2025-10-16,3.2,8.2,9,OP118,0,none,11.399999999999999,0.7192981825177034,0,0,0,5,0.06519740007298647,0
EQX1029,Excavator,S008,2025-02-11,2025-02-27,5.2,1.5,16,OP132,0,none,6.7,0.22388056359991587,0,0,0,3,0.1405841658300207,0
EQX1057,Crane,S002,2024-11-09,2024-11-17,7.8,1.3,8,OP130,0,none,9.1,0.14285712715855747,0,0,0,2,0.13880817918522842,0
EQX1172,Crane,S004,2025-04-11,2025-04-16,7.5,5.0,5,OP103,0,none,12.5,0.3999999680000026,0,0,0,2,0.14532524515361533,0
EQX1159,Compactor,S004,2025-12-02,2025-12-13,8.8,7.4,11,OP131,0,none,16.200000000000003,0.4567900952598706,0,0,0,1,0.11715058616887819,0
EQX1101,Loader,S009,2024-03-09,2024-03-25,2.2,4.7,16,OP121,0,none,6.9,0.6811593215711128,0,0,0,5,0.06983631821169567,0
EQX1026,Excavator,S004,2024-01-12,2024-01-21,6.5,2.3,9,OP123,0,none,8.8,0.2613636066632265,0,0,0,3,0.1613221853089597,0
EQX1004,Grader,S002,2025-08-08,2025-08-23,7.3,3.0,15,OP114,0,none,10.3,0.2912621076444556,0,0,0,4,0.15363715237335984,0
EQX1165,Grader,S010,2025-03-21,2025-04-06,3.2,4.8,16,OP125,0,none,8.0,0.5999999250000094,0,0,0,4,0.11260448772028897,0
EQX1072,Crane,S001,2025-03-31,2025-04-02,5.5,0.8,2,OP118,0,none,6.3,0.12698410682791955,0,0,0,2,0.09733273670173642,0
EQX1027,Crane,S002,2025-08-16,2025-08-26,9.5,4.6,10,OP106,0,none,14.1,0.3262411116141056,0,0,0,2,0.13067153757915645,0
EQX1049,Grader,S010,2024-08-15,2024-08-21,6.3,8.8,6,OP124,0,none,15.100000000000001,0.5827814183588464,0,0,0,4,0.098584345881857,0
EQX1111,Crane,S002,2025-05-25,2025-05-31,5.7,4.1,6,OP105,0,none,9.8,0.4183673042482342,0,0,0,2,0.15914914657948798,0
EQX1166,Bulldozer,S003,2024-11-27,2024-12-19,4.8,1.9,22,OP135,0,none,6.699999999999999,0.2835820472265601,0,0,0,0,0.09960214281438973,0
EQX1130,Grader,S006,2025-08-22,2025-09-03,5.3,1.1,12,OP126,0,none,6.4,0.17187497314453545,0,0,0,4,0.13084376486881288,0
EQX1044,Bulldozer,S011,2025-12-02,2025-12-13,8.7,0.0,11,OP116,0,none,8.7,0.0,0,0,0,0,0.08320772359868,0
EQX1218,Excavator,S001,2025-06-08,2025-06-29,6.3,8.8,21,OP134,0,none,15.100000000000001,0.5827814183588464,0,0,0,3,0.08155379302924204,0
EQX1167,Compactor,S007,2025-08-31,2025-09-08,6.2,2.4,8,OP128,0,none,8.6,0.2790697349918913,0,0,0,1,0.16078648042147997,0
EQX1211,Grader,S001,2025-11-30,2025-12-11,5.3,1.4,11,OP109,0,none,6.699999999999999,0.20895519269325483,0,0,0,4,0.14160403159619173,0
EQX1166,Bulldozer,S005,2025-07-01,2025-07-27,5.8,4.8,26,OP111,0,none,10.6,0.4528301459594202,0,0,0,0,0.1058510739728527,0
EQX1165,Grader,S004,2025-09-20,2025-09-27,10.6,1.3,7,OP129,0,none,11.9,0.10924368829884973,0,0,0,4,0.09247499541192583,0
EQX1009,Excavator,S002,2024-08-27,2024-09-16,8.0,3.5,20,OP122,0,none,11.5,0.3043477996219305,0,0,0,3,0.1366661148204663,0
EQX1032,Loader,S002,2024-12-11,2024-12-26,3.9,9.1,15,OP126,0,none,13.0,0.6999999461538503,0,0,0,5,0.05131684653721036,0
EQX1042,Compactor,S006,2024-04-05,2024-04-13,7.5,5.9,8,OP104,0,none,13.4,0.4402984746045915,0,0,0,1,0.1497370889520545,0
EQX1160,Compactor,S010,2025-12-14,2025-12-21,9.0,5.6,7,OP131,0,none,14.6,0.38356161756427276,0,0,0,1,0.13867268863182108,0
EQX1115,Excavator,S005,2024-05-03,2024-05-19,8.2,0.0,16,OP135,0,none,8.2,0.0,0,0,0,3,0.11011179612545541,0
EQX1174,Loader,S012,2025-01-24,2025-02-05,2.4,3.6,12,OP136,0,none,6.0,0.5999999000000167,0,0,0,5,0.08189607411363176,0
EQX1064,Compactor,S007,2024-05-11,2024-05-17,4.3,0.9,6,OP124,0,none,5.2,0.1730768897929058,0,0,0,1,0.1119492602206168,0
EQX1182,Loader,S011,2024-03-22,2024-04-02,4.8,3.2,11,OP136,0,none,8.0,0.3999999500000063,0,0,0,5,0.1326201563281345,0
EQX1032,Loader,S003,2024-10-14,2024-10-28,3.4,5.1,14,OP111,0,none,8.5,0.599999929411773,0,0,0,5,0.10597292510511763,0
EQX1070,Crane,S001,2025-03-10,2025-03-17,8.7,5.7,7,OP132,0,none,14.399999999999999,0.3958333058449094,0,0,0,2,0.14120504150107155,0
EQX1167,Compactor,S009,2024-10-15,2024-10-25,5.6,1.4,10,OP114,0,none,7.0,0.1999999714285755,0,0,0,1,0.14201245534716828,0
EQX1084,Excavator,S007,2025-02-25,2025-03-12,9.5,4.7,15,OP106,0,none,14.2,0.33098589218409213,0,0,0,3,0.13035700165381447,0
EQX1061,Grader,S010,2024-02-07,2024-02-14,4.1,7.2,7,OP132,0,none,11.3,0.6371680852063641,0,0,0,4,0.11630956578639712,0
EQX1137,Loader,S003,2025-11-23,2025-12-07,6.1,3.3,14,OP130,0,none,9.399999999999999,0.3510637924400221,0,0,0,5,0.14017474474555763,0
EQX1015,Crane,S001,2025-06-23,2025-06-26,3.6,4.8,3,OP123,0,none,8.4,0.5714285034013686,0,0,0,2,0.12395107341227335,0
